oi,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,GAUDIUMIVF,GAUDIUM IVF N WOMEN H L,77.04,77,77.38,69.18,70.67,45492590.06,628770,N, ,6462,99.75,69.18
N,EQ,GAYAHWS,GAYATRI HIGHWAYS LIMITED,2.1,2.1,2.1,2,2,602705.18,297945,N, ,408,4.76,0.97
N,SM,GCHOTELS,GRAND CONTINENT HOTELS L,84,81.85,83.45,78.4,83,3167670,39000,N, ,45,255,78.4
N,EQ,GEECEE,GEECEE VENTURES LIMITED,263.2,260.1,260.1,244,244.5,870604.35,3501,N, ,191,448,244
N,EQ,GEEKAYWIRE,GEEKAY WIRES LIMITED,20.96,20.6,21.03,20,20.11,2250089.2,110729,N, ,823,85.9,19.75
N,EQ,GENCON,GENERIC ENG CONS PROJ LTD,43.15,43.15,43.5,43.01,43.13,56257999.79,1302628,N, ,951,59.96,21.96
N,EQ,GENESYS,GENESYS INTL CORPN LTD,269.7,265,267.55,244,247.2,163181701.8,642859,N, ,13284,798.9,244
N,EQ,GENUSPAPER,GENUS P&B LIMITED,10.72,10.85,10.85,10,10.25,2747382.88,268305,N, ,732,22.01,10
N,EQ,GENUSPOWER,GENUS POWER INFRASTRU LTD,239.1,236,236.8,223.1,229.85,175822302.1,769088,N, ,25769,293,223.1
N,EQ,GEOJITFSL,GEOJIT FINANCIAL SER L,59.93,59.03,59.51,57.16,57.34,38039104.7,659352,N, ,4079,94.79,56.12
N,EQ,GESHIP,THE GE SHPG.LTD,1429.7,1425.5,1425.5,1346,1360,496268803.3,362189,N, ,31440,1509,802.25
N,EQ,GFLLIMITED,GFL LIMITED,42.86,41.65,42.95,41.65,41.95,6271011.55,149084,N, ,990,61,41.25
N,SM,GGBL,GANESH GREEN BHARAT LTD,254.75,250,254.5,240,241.7,9684825,39300,N, ,99,555,221.05
N,EQ,GHCL,GHCL LIMITED,433.45,424.3,433.4,419,422,101655760.4,239610,N, ,16188,667.2,419
N,EQ,GHCLTEXTIL,GHCL TEXTILES LIMITED,75.69,75.69,75.75,72.05,72.41,8825275.24,120534,N, ,1431,99,65
N,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,142.31,140.4,141.19,135.8,136.53,20970266.73,151207,N, ,2875,206,135.8
N,EQ,GICL,GLOBE INTL CARRIERS LTD,42.66,42.66,43.93,37.05,39.13,25115896.14,642836,N, ,1618,52.4,37.05
N,EQ,GICRE,GENERAL INS CORP OF INDIA,372.15,368.75,368.75,356.5,358.15,99629402.65,277202,N, ,13198,453.8,350.25
N,EQ,GILLANDERS,GILLANDERS ARBUTHNOT LTD,79.22,79.51,81,76,76.69,563126.76,7266,N, ,138,151.9,76
N,EQ,GILLETTE,GILLETTE INDIA LTD,8001.5,7900,7958,7751,7788,182997125.5,23420,N, ,7401,11500,7563.35
N,EQ,GINNIFILA,GINNI FILAMENTS LTD,37.91,36.15,37.63,35,35.99,2978570.29,82517,N, ,1409,57.8,19.01
N,EQ,GIPCL,GUJ IND POW CO. LTD,132.82,131.1,131.51,125.62,126.78,58557752.44,459590,N, ,5540,223.9,125.62
N,EQ,GKENERGY,GK ENERGY LIMITED,103.28,102,102.5,98.12,98.12,53022221.04,538295,N, ,2919,239.6,96.01
N,EQ,GKSL,GUJARAT KIDNEY N SUP SP L,106.21,105.29,105.94,100.51,101.79,12006320.6,116999,N, ,2091,123,98.36
N,EQ,GKWLIMITED,GKW LIMITED,1619.2,1560,1570.1,1545,1548.5,1262921.6,809,N, ,63,2262,1535
N,EQ,GLAND,GLAND PHARMA LIMITED,1627.1,1627.1,1627.1,1591.6,1612.5,105269913.7,65348,N, ,10542,2131,1277.8
N,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,2384.8,2353.4,2364.9,2269.1,2279.2,117546781,50972,N, ,10372,3515.7,2220.3
N,EQ,GLENMARK,GLENMARK PHARMACEUTICALS,2180.1,2170,2170,2079.9,2089,864204112.2,408786,N, ,33134,2297.9,1336
N,EQ,GLOBAL,GLOBAL EDUCATION LIMITED,99.23,97.4,98,90.15,92.11,13394338.47,143816,N, ,1593,112.35,41
N,EQ,GLOBALE,GLOBALE TESSILE LIMITED,10.61,10.56,11.47,10.02,10.17,56598.8,5477,N, ,58,19.5,9.97
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,90.15,89.2,89.2,85,86.25,717150,8250,N, ,9,159.7,85
N,EQ,GLOBALVECT,GLOBAL VEC HELICORP LTD,156.21,153,156.95,149.02,150.87,861048.21,5689,N, ,381,280.5,149.02
N,EQ,GLOBE,GLOBE ENTERPRISE (I) LTD,2.41,2.42,2.42,2.22,2.25,2055267.16,897422,N, ,699,3.29,2.02
N,EQ,GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,43.07,43,43,40.36,40.85,3670575.11,89225,N, ,1224,95,40.36
N,EQ,GLOBUSSPR,GLOBUS SPIRITS LTD,866.2,858.3,869,821.15,858.65,55583441.95,65855,N, ,5231,1303.2,800.75
N,EQ,GLOSTERLTD,GLOSTER LIMITED,514.7,505,524.4,497,501.35,1320755.8,2602,N, ,115,830,497
N,EQ,GLOTTIS,GLOTTIS LIMITED,43.15,42.9,43,40.5,40.78,10127291.52,245041,N, ,2059,93,40.5
N,EQ,GMBREW,G M BREWERIES LTD,1006.05,982,1016.7,975.8,991.55,111263657.5,111730,N, ,7622,1328.8,594
N,EQ,GMDCLTD,GUJARAT MINERAL DEV CORP,575.7,566,586,562.3,569.05,4210361540,7318326,N, ,143573,651,251
N,EQ,GMMPFAUDLR,GMM PFAUDLER LIMITED,856.9,849.9,859.9,808.9,821,105764719.8,128289,N, ,10357,1418,808.9
N,EQ,GMRAIRPORT,GMR AIRPORTS LIMITED,90.56,90.15,90.15,84.49,84.77,915858150.6,10647285,N, ,45825,110.36,74.96
N,EQ,GMRP&UI,GMR POW AND URBAN INFRA L,104.52,102.5,102.99,99.1,100.19,143777340.2,1426804,N, ,15652,141.01,97.22
N,EQ,GNA,GNA AXLES LIMITED,375.35,370,375.2,351.15,355.9,28297931.55,78376,N, ,3611,470,271.05
N,EQ,GNFC,GUJ NAR VAL FER & CHEM L,407.05,406.65,406.65,380,383.45,175360196,450953,N, ,15070,573.75,380
N,EQ,GOACARBON,GOA CARBON LIMITED,305.35,300.3,305.3,286,288.65,10375122.1,35664,N, ,1349,532.8,286
N,EQ,GOCLCORP,GOCL CORPORATION LIMITED,236.3,233,237.6,223.35,225,13653667.7,60224,N, ,1816,417.5,223.35
N,EQ,GOCOLORS,GO FASHION INDIA LTD,275.4,270.95,270.95,252,254.6,39119657.95,150437,N, ,5851,943.75,237.05
N,EQ,GODAVARIB,GODAVARI BIOREFINERIES L,316.9,311,315.9,300,302.35,97373580.85,315849,N, ,10663,348.7,145
N,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,1991.5,1983,1983,1832.1,1844,1208785108,643418,N, ,51548,11465,1832.1
N,EQ,GODIGIT,GO DIGIT GENERAL INS LTD,325.75,320,327.4,312.05,324.25,52621658.15,164882,N, ,10134,381.4,264.6
N,EQ,GODREJAGRO,GODREJ AGROVET LIMITED,588.5,588.5,589,545.2,552.5,102311786.3,182112,N, ,12515,876.35,506.1
N,EQ,GODREJIND,GODREJ INDUSTRIES LTD,832.05,822.2,825,782.1,786.85,54405927.25,68192,N, ,8904,1390,782.1
N,EQ,GODREJPROP,GODREJ PROPERTIES LTD,1549.5,1527.7,1528,1486,1497.2,2986482354,1991822,N, ,67335,2506.5,1475
N,EQ,GOKEX,GOKALDAS EXPORTS LTD.,581.4,577.2,577.25,541.3,563.4,405993030.5,733458,N, ,19441,1060,531
N,EQ,GOKUL,GOKUL REFOILS & SOLV LTD,42.92,42.05,42.19,39.24,39.53,3344111.14,83281,N, ,1146,53.55,31
N,EQ,GOKULAGRO,GOKUL AGRO RESOURCES LTD,181.54,179,182.67,174.43,178.36,164978040.7,928903,N, ,18596,425,151
N,EQ,GOLDIAM,GOLDIAM INTERNATIONAL LTD,296.1,293,293.9,280,281.95,120804756.8,424806,N, ,9720,444,251.35
N,SM,GOLDKART,GOLDKART JEWELS LIMITED,245,245.5,245.5,245.5,245.5,2455000,10000,N, ,16,285,200.05
N,EQ,GOLDTECH,AION-TECH SOLUTIONS LTD,39.8,39.8,40.27,36.65,37.2,1488251.37,39420,N, ,1016,80.44,36.26
N,EQ,GOODLUCK,GOODLUCK INDIA LIMITED,1017.1,1004,1004,915,919.8,206823335.4,218318,N, ,12192,1349,592.2
N,EQ,GOPAL,GOPAL SNACKS LIMITED,273.1,268,273.95,255.9,258.35,50166721.75,190888,N, ,3046,398,255.9
N,SM,GOYALSALT,GOYAL SALT LIMITED,108.5,108,108,104,106.5,635100,6000,N, ,10,204,104
N,SM,GPECO,GP ECO SOLUTIONS INDIA L,324.4,323,323,308.45,318.85,7774420,24600,N, ,86,616.5,258
N,EQ,GPIL,GODAWARI POW & ISP LTD,262.65,257.7,260.4,250.3,251.85,477561602.6,1882121,N, ,29264,290,168
N,EQ,GPPL,GUJARAT PIPAVAV PORT LTD,151.67,149.1,150,143.25,144.07,180504664.1,1235200,N, ,20446,200.09,127.74
N,EQ,GPTHEALTH,GPT HEALTHCARE LIMITED,120.65,119.3,121.85,118,118.85,29322800.25,244507,N, ,4852,185,118
N,EQ,GPTINFRA,GPT INFRAPROJECTS LTD,103.62,106,106,100,100.5,32478248.52,317471,N, ,3370,149.8,96.61
N,EQ,GRANULES,GRANULES INDIA LIMITED,590.95,585,590,566.75,580.15,351483436.6,609667,N, ,21110,627,422
N,EQ,GRAPHITE,GRAPHITE INDIA LTD,607.1,599.95,599.95,558.05,563.7,589233532.3,1029339,N, ,38718,747,411
N,EQ,GRAVITA,GRAVITA INDIA LIMITED,1405.2,1393.9,1399,1291.1,1306.7,537336648.1,406633,N, ,38799,2170,1291.1
N,SM,GRCL,GAYATRI RUBB AND CHEM LTD,377.15,358.3,388,358.3,375.5,644225,1750,N, ,6,525.25,306.65
N,EQ,GREAVESCOT,GREAVES COTTON LTD.,134.73,132.42,132.6,126.59,128.01,193630318.5,1507989,N, ,16148,244.3,126.59
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,47.55,47.1,47.1,43.2,43.8,2565640,57600,N, ,62,74.05,42.3
N,EQ,GREENLAM,GREENLAM INDUSTRIES LTD.,213.53,214.41,214.41,199.87,204.38,45753728.11,225328,N, ,3451,279.4,197.42
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,70.95,68.95,68.95,61.05,64.65,2450450,37000,N, ,35,185.9,61.05
N,EQ,GREENPANEL,GREENPANEL INDUSTRIES LTD,194.07,192.3,192.74,177.4,178.68,27746305.09,151856,N, ,4365,335.2,177.4
N,EQ,GREENPLY,GREENPLY INDUSTRIES LTD,192.9,191.8,191.8,179,181.14,40448095.72,221029,N, ,4706,351.95,179
N,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,9.35,9.35,9.48,8.69,8.72,67170818.95,7564112,N, ,11197,15.81,8.69
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,266,270,275,270,274.1,7604625,27750,N, ,7,275,180.5
N,EQ,GRINDWELL,GRINDWELL NORTON LIMITED,1402.2,1395.3,1399.9,1329,1364.2,96626910.6,71197,N, ,10167,1884,1329
N,EQ,GRINFRA,G R INFRAPROJECTS LIMITED,859.7,855,855.05,822.05,844.5,45664770.45,54657,N, ,5181,1444.4,822.05
N,EQ,GRMOVER,GRM OVERSEAS LIMITED,154.27,154,155.5,148.01,152.12,199713370.1,1327816,N, ,4328,517.7,148.01
N,EQ,GROBTEA,THE GROB TEA COMPANY LTD,889.4,871.3,889.95,841,845.95,294919.65,345,N, ,76,1359.9,835.35
N,EQ,GROWW,BILLIONBRAINS GARAGE VN L,161.46,158.93,162.9,156.05,162.15,2697588634,16946943,N, ,88829,193.8,112
N,EQ,GRPLTD,GRP LIMITED,1847.9,1847.9,1850,1779.6,1783.4,3658060.4,2026,N, ,421,3224.95,1500
N,EQ,GRSE,GARDEN REACH SHIP&ENG LTD,2280.8,2249,2249,2104.1,2136.2,2054748630,951888,N, ,65077,3538.4,1405
N,EQ,GRWRHITECH,GARWARE HI-TECH FILMS LTD,3650.8,3636,3636,3393,3412,246076712.8,70935,N, ,14376,4782.9,2317.35
N,EQ,GSFC,GUJ STATE FERT & CHEM LTD,153.95,152.12,152.25,146.5,147.02,162069533.3,1092969,N, ,15978,220.59,146.5
N,EQ,GSLSU,GLOBAL SURFACES LIMITED,57.65,54.77,56.9,54.77,54.77,8568226.15,156319,N, ,381,144.4,54.77
N,SM,GSMFOILS,GSM FOILS LIMITED,201.2,195.05,198.75,192.2,193.15,4099550,21000,N, ,33,255.15,116
N,EQ,GSPL,GUJARAT STATE PETRO LTD,254.75,253,253,232.6,235.3,206578964.6,864094,N, ,22929,360.6,232.6
N,EQ,GSS,GSS INFOTECH LIMITED,10.99,11.35,11.35,10,10.26,805625.94,76025,N, ,371,52.69,10
N,EQ,GTECJAINX,G-TEC JAINX EDUCATION LTD,20.59,19.6,20.49,19.6,20.47,7628.33,388,N, ,10,35.2,17.4
N,EQ,GTL,GTL LTD,6.36,6.36,6.43,6.04,6.06,2693298.24,435478,N, ,848,13,6.03
N,EQ,GTLINFRA,GTL INFRA.LTD,1.03,1.03,1.03,0.99,0.99,54037245.79,53710020,N, ,15980,2.17,0.98
N,EQ,GTPL,GTPL HATHWAY LIMITED,59.03,58.01,58.01,56,57.09,42958494.7,756134,N, ,2605,133.4,55.01
N,EQ,GUFICBIO,GUFIC BIOSCIENCES LTD.,294.35,289.8,293.9,278.55,281.45,14860229.35,52452,N, ,2660,407.85,268
N,EQ,GUJALKALI,GUJARAT ALKALIES & CHEM,538.25,549.9,637.7,542.6,615.1,36734174213,62739288,N, ,677160,698.4,409.15
N,EQ,GUJAPOLLO,GUJ. APOLLO IND. LTD.,447,449,449,422.1,427.1,9201435.55,21322,N, ,1431,556,291.3
N,EQ,GUJGASLTD,GUJARAT GAS LIMITED,354.6,352.4,352.4,329.55,335.3,346264630.5,1026140,N, ,28781,508.7,329.55
N,EQ,GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,36.27,36.3,37.39,36.09,36.8,41168.25,1127,N, ,40,88,35.1
N,EQ,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,273.5,274.4,274.4,252.35,258.3,17049661.55,65225,N, ,2254,479,222.05
N,EQ,GULFOILLUB,GULF OIL LUB. IND. LTD.,919.3,922.3,924.1,865,870.2,115207699.5,129492,N, ,12680,1331.9,865
N,EQ,GULFPETRO,GP PETROLEUMS LIMITED,28.24,28.1,28.45,27.05,27.06,4569796.19,167891,N, ,893,51.95,27.05
N,EQ,GULPOLY,GULSHAN POLYOLS LIMITED,155.69,152.59,153.06,140.1,141.88,23026474.03,157226,N, ,3398,220.5,121.5
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,25.2,25,25,23.4,23.5,497440,20800,N, ,12,60,23.4
N,EQ,GVPTECH,GVP INFOTECH LIMITED,6.7,6.03,6.6,5.83,5.87,1774993.65,290201,N, ,671,12,5.22
N,E1,GVPTECHPP,GVPTECH RE.1 PPD UP,2.48,2.6,2.6,2.3,2.3,93501.63,39014,N, ,34,6,1.98
N,EQ,GVT&D,GE VERNOVA T&D INDIA LTD,3678.9,3649,3649,3420.1,3461,3066862933,882995,N, ,77775,3999,1254
N,EQ,HALDER,HALDER VENTURE LIMITED,255,253.75,253.75,243,243.7,175806.5,720,N, ,37,294,235.7
N,EQ,HALEOSLABS,HALEOS LABS LIMITED,1246,1226.4,1294,1203.3,1224.7,1023698.1,832,N, ,67,1680,1026
N,EQ,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,410.85,397,398,389,392.65,1163850017,2963359,N, ,51455,674.85,330.2
N,EQ,HAPPYFORGE,HAPPY FORGINGS LIMITED,1265.4,1245.1,1259.1,1186,1208.5,84366724.4,69936,N, ,8408,1370,724.1
N,EQ,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,305.55,300,306.75,298.55,302.9,57192061.75,189219,N, ,6559,572.2,298.55
N,EQ,HARRMALAYA,HARRISON MALAYALAM LTD,174.48,172.94,173.25,162.35,164.31,2356244.91,14135,N, ,487,236.9,153.66
N,EQ,HARSHA,HARSHA ENGINEERS INT LTD,340.6,337.2,342.75,323.1,328.25,14920723.15,45311,N, ,1800,451.85,323.1
N,EQ,HATHWAY,HATHWAY CABLE & DATACOM,9.84,9.75,9.75,9.27,9.31,28973233.49,3076311,N, ,5582,17.98,9.27
N,EQ,HATSUN,HATSUN AGRO PRODUCT LTD.,956.75,950,950,885,890.15,29982584.1,33167,N, ,4270,1179,855.3
N,EQ,HAVISHA,SRI HAVISHA HOSP & INFR L,1.29,1.29,1.35,1.11,1.14,63587.03,53846,N, ,198,3.05,1.1
N,EQ,HBLENGINE,HBL ENGINEERING LTD,659.5,650,657.9,618.4,625.6,846277843.2,1338504,N, ,40915,1122,440.1
N,EQ,HBSL,HB STOCKHOLDINGS LIMITED,48.16,48,48,45.76,46.41,107724.37,2322,N, ,78,137,45.76
N,EQ,HCC,HINDUSTAN CONSTRUCTION CO,15.44,15.25,15.3,14.15,14.23,613620717.6,42325802,N, ,28493,37.39,14.15
N,EQ,HCG,HEALTHCARE GLOB. ENT. LTD,544.25,533.1,539.2,519,521.75,93918562.15,178272,N, ,13209,804.65,501.25
N,EQ,HCL-INSYS,HCL INFOSYSTEMS LTD,11.73,11.73,11.73,10.75,10.84,13128368.23,1195813,N, ,2262,24.5,10.75
N,EQ,HDBFS,HDB FINANCIAL SERVICES L,634.9,627,629,600.55,606.5,845523026.2,1380857,N, ,49502,891.9,600.55
N,EQ,HDFCAMC,HDFC AMC LIMITED,2385.9,2359.9,2361.3,2236.6,2254.6,3377717869,1483046,N, ,91916,5934.5,2236.6
N,EQ,HEADSUP,HEADS UP VENTURES LIMITED,6.54,6.54,6.59,5.87,6.38,790078.97,125997,N, ,261,12.95,5.87
N,EQ,HECPROJECT,HEC INFRA PROJECTS LTD,107.45,107,107,100.25,102.22,1495880.23,14484,N, ,191,184.1,82.01
N,EQ,HEG,HEG LTD,498.15,490,495.6,470.8,477.25,439755889.1,918176,N, ,25722,672,406.1
N,EQ,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,149.43,147.89,150,142,148.25,33466405.67,229687,N, ,3746,224.8,142
N,EQ,HEMIPROP,HEMISPHERE PROP IND LTD,137.2,134.11,135.08,126.05,126.99,106389660.8,816641,N, ,7988,190.69,111.03
N,EQ,HERANBA,HERANBA INDUSTRIES LTD,179.39,177.8,177.95,167,169.9,12998344.66,75856,N, ,1598,403.7,167
N,EQ,HERITGFOOD,HERITAGE FOODS LTD,309.45,307,308.7,300.45,301.1,86505807.15,286510,N, ,7568,540,294.4
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,5275.5,5191,5200,5051,5065,1737499680,340775,N, ,41370,6388.5,3344
N,EQ,HESTERBIO,HESTER BIOSCIENCES LTD,1395,1395,1395,1336.1,1347.9,9465543.2,6970,N, ,704,2350,1242.95
N,EQ,HEXATRADEX,HEXA TRADEX LIMITED,159.66,164,164,158,158.26,2178723.87,13736,N, ,155,211,147.26
N,EQ,HEXT,HEXAWARE TECHNOLOGIES LTD,439.45,430.1,445.85,421.25,436,706507269.8,1623018,N, ,70974,900,400.2
N,EQ,HFCL,HFCL LIMITED,71.16,70,70,66.2,66.49,1096383817,16207486,N, ,46673,93.96,59.82
N,EQ,HGINFRA,H.G.INFRA ENGINEERING LTD,489.9,480,482.5,458,467.6,119378150.8,255592,N, ,10551,1275,458
N,EQ,HGM,HANDSON GBL MNGMNT LTD,44.88,49.9,53.85,46.11,53.85,2605078.95,49065,N, ,401,82.4,42.7
N,EQ,HGS,HINDUJA GLOBAL SOLS. LTD.,362.25,355.05,356.8,351,354.05,18020610.4,51023,N, ,1200,628.7,342.05
N,SM,HIGREEN,HI GREEN CARBON LIMITED,120.5,119.65,119.85,112,114.5,3948200,33600,N, ,35,265.7,112
N,EQ,HIKAL,HIKAL LIMITED,168.48,165.78,165.86,155.01,156.53,88803269.71,558618,N, ,8902,456.75,155.01
N,EQ,HILINFRA,HIGHWAY INFRASTRUCTURE L,48.21,48.83,48.83,45.75,46,8803200.1,189724,N, ,1928,131.4,45.75
N,EQ,HILTON,HILTON METAL FORGING LTD,15.64,15.12,15.96,14,14.52,3242597.89,220081,N, ,1073,84.2,14
N,EQ,HIMATSEIDE,HIMATSINGKA SEIDE LTD,79.32,77.99,77.99,73.01,73.25,64093916.95,857622,N, ,7661,168.66,73.01
N,EQ,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,394.6,388,388.05,376,380.35,3301304.1,8674,N, ,212,537.75,376
N,EQ,HINDCON,HINDCON CHEMICALS LIMITED,18.29,18.29,18.29,17.21,17.46,1108477.61,63216,N, ,365,40.24,17.21
N,EQ,HINDCOPPER,HINDUSTAN COPPER LTD,489.45,475,475.95,445.7,449.15,6506998087,14250496,N, ,185265,760.05,183.82
N,EQ,HINDOILEXP,HINDUSTAN OIL EXPLORATION,128.43,128.43,128.43,120.1,122.26,191289247.5,1544702,N, ,11240,198.99,117.65
N,EQ,HINDPETRO,HINDUSTAN PETROLEUM CORP,336.3,324,329.65,316.2,319.15,4227740898,13182560,N, ,133399,508.45,316.2
N,EQ,HINDWAREAP,HINDWARE HME INOVATON LTD,197.14,195.49,196.5,179.4,180.69,47441560.42,255658,N, ,3293,392.7,179.4
N,EQ,HIRECT,HIND RECTIFIER LIMITED,1488.6,1495.8,1522.9,1420,1435.3,64897903.5,44813,N, ,5028,2108.5,799
N,EQ,HISARMETAL,HISAR METAL IND. LIMITED,139.16,139.16,139.94,133.21,138,193836.87,1402,N, ,77,224.1,133.21
N,EQ,HITECH,HI-TECH PIPES LIMITED,75.54,74.3,74.5,71.5,72.01,80508393.89,1104797,N, ,10560,127.5,70.7
N,EQ,HITECHCORP,HITECH CORPORATION LTD,141.16,144,144,133,135.6,1296292.11,9474,N, ,281,223.44,118.11
N,EQ,HLEGLAS,HLE GLASCOAT LIMITED,286.3,286.25,286.3,274,277.35,30713515.75,110283,N, ,4869,661.95,230
N,EQ,HLVLTD,HLV LIMITED,6.92,6.94,6.95,6.45,6.6,5309526.3,806984,N, ,2203,15.75,6.45
N,EQ,HMAAGRO,HMA AGRO INDUSTRIES LTD,23.96,23.5,24.29,23.05,23.2,38327006.17,1627155,N, ,1283,38,22.92
N,EQ,HMVL,HINDUSTAN MEDIA VENT LTD,63.17,62,63.01,60.5,61.16,1991930.22,32326,N, ,340,103.4,59.9
N,EQ,HNDFDS,HINDUSTAN FOODS LIMITED,482.15,478,478,461.6,467.15,29659345.4,63177,N, ,6384,608,421.5
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,77.5,74,74,73.65,73.65,443475,6000,N, ,7,176.95,73.65
N,EQ,HOMEFIRST,HOME FIRST FIN CO IND LTD,936,932.1,932.1,894,905.2,293395825.4,323864,N, ,16884,1519,878.4
N,SM,HOMESFY,HOMESFY REALTY LIMITED,128.25,128,131.3,127,128,693105,5400,N, ,11,430,125
N,EQ,HONASA,HONASA CONSUMER LIMITED,289.2,285,286.4,277.75,281.05,74099579,263612,N, ,18172,334.2,212.51
N,EQ,HONAUT,HONEYWELL AUTOMATION IND,28330,28150,28190,27105,27215,135989340,4974,N, ,2897,41450,27105
N,EQ,HONDAPOWER,HONDA I POWER PRODUCT LTD,2021.9,2010,2010,1920,1951.7,10351567.4,5288,N, ,1233,3256,1815
N,EQ,HPAL,HP ADHESIVES LIMITED,30.76,30.76,32.6,29.25,29.47,4925947.56,164535,N, ,1613,57.55,29.25
N,EQ,HPIL,HINDPRAKASH INDUSTRY LTD,113.07,113.2,115,108,110.4,385685.22,3472,N, ,61,175.88,108
N,EQ,HPL,HPL ELECTRIC & POWER LTD,283.55,283.5,283.55,265.45,269.15,78552451,290191,N, ,9254,639.9,265.45
N,SM,HPTL,HP TELECOM INDIA LIMITED,276,262.2,262.2,262.2,262.2,157320,600,N, ,1,327.4,101.05
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,28.05,29.45,29.45,26.65,28.5,1041075,37500,N, ,16,63.15,21
N,EQ,HSCL,HIMADRI SPECIALITY CHEM L,451.4,445,446.2,429.5,438.15,991955796.2,2277031,N, ,27918,534.45,365.35
N,EQ,HTMEDIA,HT MEDIA LIMITED,20.34,20,20.18,19.36,19.62,5418198.51,273735,N, ,545,28.64,15.1
N,EQ,HUBTOWN,HUBTOWN LIMITED,198.28,191,194.87,183.46,184.85,160629797.8,852764,N, ,5505,365.7,162.05
N,EQ,HUDCO,HSG & URBAN DEV CORPN LTD,172.48,170,170.01,164,165.11,989032261.6,5959076,N, ,38969,253.73,164
N,EQ,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,162.93,160.08,160.49,151.7,153.6,32948198.15,211941,N, ,3167,272.65,151.7
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,720,735,735,685.1,719.9,1265917.5,1800,N, ,10,1029.3,560
N,EQ,HYBRIDFIN,HYBRID FINANCIAL SERVICE,16.7,16.7,17.2,15.16,16.21,135446.51,8480,N, ,97,33.62,10.05
N,SM,IBLFL,IBL FINANCE LIMITED,47.3,46,46.5,46,46.5,557000,12000,N, ,2,74,43.95
N,EQ,IBULLSLTD,INDIABULLS LIMITED,9.94,9.91,9.91,9.14,9.23,70126903.91,7493527,N, ,7414,21.25,8.9
N,EQ,ICEMAKE,ICE MAKE REFRIGERAT LTD,764,755.3,760,701.45,707.4,47001784.55,64833,N, ,4179,1088.75,666.3
N,EQ,ICICIAMC,ICICI PRUDENTIAL AMC LTD,2804,2763,2774.5,2651,2690.3,1253297459,467336,N, ,56076,3193,2530
N,EQ,ICICIPRULI,ICICI PRU LIFE INS CO LTD,552.1,545,550.05,528.9,531.25,562513419.2,1050325,N, ,30339,706.8,525.8
N,EQ,ICIL,INDO COUNT INDUSTRIES LTD,233.45,229,231.45,216.9,224.75,73833476.2,330078,N, ,7048,351.35,213.55
N,EQ,ICRA,ICRA LIMITED,5203.5,5153,5205,5060,5135,21295822.5,4153,N, ,1576,7130,5015.1
N,EQ,IDBI,IDBI BANK LIMITED,73.07,71.3,71.3,66.45,67.39,2480631675,36421794,N, ,84570,118.38,66.45
N,EQ,IDEA,VODAFONE IDEA LIMITED,9.34,9.22,9.22,8.65,8.7,5902902943,664844250,N, ,221082,12.8,6.12
N,EQ,IDEAFORGE,IDEAFORGE TECHNO LTD,417.95,417.9,417.9,394.4,397.6,146231476.5,363338,N, ,11390,659.85,304.2
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,18,16.65,16.65,15.8,15.8,128800,8000,N, ,4,56,15.55
N,EQ,IDFCFIRSTB,IDFC FIRST BANK LIMITED,62.95,62.47,62.47,59.94,60.24,2437440111,40208242,N, ,173317,87,52.46
N,SM,IEML,INDIAN EMULSIFIERS LTD,73.15,70.1,74.6,68.95,69.4,5663800,79500,N, ,106,199.6,63
N,EQ,IEX,INDIAN ENERGY EXC LTD,120.53,118.71,119.42,114.72,115.38,908313256.3,7773470,N, ,54286,215.4,114.72
N,EQ,IFBAGRO,IFB AGRO INDUSTRIES LTD,763.25,758.95,759,725.1,725.45,13167519.05,17965,N, ,1441,1790,440
N,EQ,IFBIND,IFB INDUSTRIES LTD,977.9,975,975,917.9,923.9,42616390.1,45269,N, ,5717,2019.8,917.9
N,EQ,IFCI,IFCI LTD,53.99,53,53,50.34,50.56,591646040.3,11545263,N, ,36526,74.5,36.2
